age_group,gender,personality_type,habit_name,frequency_per_week,duration_minutes,motivation_level,past_consistency,success_likelihood
Teen,Other,Ambivert,Sketch something,1,54,Medium,High,Likely
Senior,Other,Introvert,Go for a run,4,16,Low,High,Unlikely
Teen,Male,Introvert,Do yoga,3,37,High,High,Very Likely
Senior,Female,Ambivert,Do yoga,7,27,Medium,High,Likely
Teen,Male,Extrovert,Write journal,4,16,High,Medium,Unlikely
Senior,Female,Introvert,Read a book,6,15,High,Medium,Likely
Teen,Male,Introvert,Read a book,6,17,Medium,Low,Unlikely
Adult,Other,Introvert,Walk the dog,5,39,Low,Low,Unlikely
Adult,Male,Introvert,Write journal,2,31,Low,Medium,Unlikely
Teen,Female,Introvert,Write journal,1,29,Low,High,Unlikely
Senior,Female,Extrovert,Sketch something,5,44,Low,Low,Unlikely
Teen,Other,Ambivert,Do yoga,7,7,High,Medium,Likely
Senior,Female,Extrovert,Read a book,5,53,Low,Low,Unlikely
Adult,Male,Extrovert,Go for a run,7,29,Low,Medium,Unlikely
Senior,Other,Introvert,Write journal,1,49,High,High,Very Likely
Adult,Female,Extrovert,Practice guitar,1,14,High,Medium,Unlikely
Senior,Female,Introvert,Meditate,6,21,Medium,Low,Unlikely
Senior,Male,Extrovert,Read a book,6,7,High,Medium,Likely
Senior,Male,Introvert,Study 1 hour,3,49,Medium,Low,Unlikely
Teen,Other,Introvert,Read a book,4,26,Medium,Low,Unlikely
Teen,Female,Extrovert,Practice guitar,6,42,Low,Low,Unlikely
Adult,Male,Extrovert,Read a book,5,18,Low,High,Likely
Adult,Other,Ambivert,Practice guitar,3,31,Low,High,Likely
Teen,Female,Ambivert,Meditate,7,46,High,Medium,Likely
Adult,Female,Ambivert,Walk the dog,3,24,High,Medium,Unlikely
Teen,Other,Extrovert,Sketch something,5,52,Low,Low,Unlikely
Senior,Other,Extrovert,Meditate,6,22,Low,High,Likely
Adult,Male,Introvert,Cook a new recipe,7,17,High,Medium,Likely
Adult,Female,Ambivert,Walk the dog,5,46,Medium,Medium,Unlikely
Teen,Female,Introvert,Sketch something,2,10,Medium,High,Unlikely
Adult,Female,Introvert,Do yoga,6,14,Low,Low,Unlikely
Adult,Other,Introvert,Practice guitar,4,41,Low,Medium,Unlikely
Senior,Male,Introvert,Write journal,7,33,Low,Low,Unlikely
Adult,Female,Ambivert,Cook a new recipe,5,10,Medium,High,Likely
Senior,Other,Introvert,Meditate,6,43,Low,High,Likely
Teen,Female,Extrovert,Read a book,1,15,Medium,Medium,Unlikely
Adult,Male,Extrovert,Meditate,2,52,High,Medium,Likely
Senior,Female,Extrovert,Sketch something,7,29,High,High,Very Likely
Teen,Male,Ambivert,Cook a new recipe,7,48,High,Low,Likely
Adult,Male,Introvert,Go for a run,4,48,Low,Low,Unlikely
Teen,Female,Ambivert,Sketch something,6,34,High,High,Very Likely
Adult,Female,Introvert,Walk the dog,1,59,Medium,Medium,Unlikely
Teen,Male,Ambivert,Meditate,6,24,Medium,High,Likely
Teen,Other,Ambivert,Meditate,1,41,Medium,Medium,Unlikely
Senior,Male,Introvert,Cook a new recipe,4,20,Low,Low,Unlikely
Teen,Female,Ambivert,Practice guitar,2,35,Low,Medium,Unlikely
Adult,Female,Introvert,Cook a new recipe,7,33,Medium,Low,Unlikely
Adult,Other,Extrovert,Write journal,1,10,Medium,High,Unlikely
Senior,Male,Extrovert,Meditate,3,33,Medium,Medium,Unlikely
Adult,Male,Extrovert,Practice guitar,4,36,Medium,Low,Unlikely
Adult,Male,Ambivert,Practice guitar,4,13,High,Medium,Unlikely
Adult,Female,Extrovert,Cook a new recipe,5,41,Medium,Low,Unlikely
Teen,Male,Introvert,Do yoga,2,57,Low,Low,Unlikely
Teen,Other,Extrovert,Sketch something,3,27,Low,High,Unlikely
Adult,Female,Extrovert,Walk the dog,3,20,Low,High,Unlikely
Senior,Female,Ambivert,Do yoga,5,22,Low,Medium,Unlikely
Teen,Male,Introvert,Meditate,1,23,Low,Low,Unlikely
Senior,Other,Ambivert,Meditate,1,48,Medium,High,Likely
Adult,Female,Ambivert,Meditate,3,6,Medium,Medium,Unlikely
Adult,Female,Introvert,Study 1 hour,2,14,High,High,Likely
Teen,Male,Ambivert,Read a book,1,16,High,Medium,Unlikely
Adult,Male,Introvert,Go for a run,4,50,High,High,Very Likely
Teen,Other,Extrovert,Study 1 hour,6,22,Medium,High,Likely
Adult,Male,Introvert,Go for a run,5,23,High,Low,Likely
Adult,Other,Introvert,Practice guitar,2,42,Medium,Low,Unlikely
Teen,Female,Introvert,Meditate,1,41,Low,High,Likely
Teen,Other,Ambivert,Write journal,6,31,Medium,Low,Unlikely
Teen,Other,Introvert,Walk the dog,3,52,Medium,High,Likely
Adult,Other,Introvert,Cook a new recipe,5,18,Low,Medium,Unlikely
Adult,Female,Introvert,Walk the dog,1,49,Low,High,Likely
Senior,Male,Extrovert,Write journal,3,57,Low,High,Likely
Teen,Female,Introvert,Cook a new recipe,1,38,High,Medium,Likely
Adult,Male,Ambivert,Practice guitar,5,6,High,Medium,Likely
Adult,Other,Introvert,Write journal,4,48,High,Low,Likely
Teen,Other,Introvert,Meditate,7,37,Low,Medium,Unlikely
Senior,Other,Extrovert,Write journal,4,23,High,Low,Unlikely
Teen,Other,Introvert,Meditate,7,31,Low,High,Likely
Senior,Other,Ambivert,Write journal,6,52,Low,Medium,Unlikely
Adult,Male,Introvert,Write journal,3,34,Low,High,Likely
Senior,Male,Ambivert,Do yoga,7,11,High,Low,Likely
Adult,Other,Extrovert,Walk the dog,4,31,High,Medium,Likely
Teen,Female,Introvert,Go for a run,5,25,Low,Low,Unlikely
Teen,Female,Extrovert,Study 1 hour,3,11,High,Low,Unlikely
Teen,Other,Introvert,Do yoga,1,52,Medium,Medium,Unlikely
Senior,Male,Ambivert,Go for a run,7,29,High,Medium,Likely
Adult,Female,Extrovert,Do yoga,7,42,Low,Low,Unlikely
Teen,Female,Introvert,Read a book,2,22,Low,Medium,Unlikely
Teen,Female,Ambivert,Cook a new recipe,7,37,Low,Low,Unlikely
Adult,Other,Extrovert,Meditate,7,37,Medium,High,Likely
Teen,Female,Introvert,Study 1 hour,1,36,Low,High,Likely
Adult,Female,Extrovert,Do yoga,5,29,Low,Medium,Unlikely
Adult,Female,Introvert,Do yoga,6,18,High,Medium,Likely
Adult,Female,Ambivert,Practice guitar,3,42,Medium,High,Likely
Adult,Male,Ambivert,Write journal,1,42,High,Low,Likely
Adult,Other,Extrovert,Read a book,3,8,Low,Low,Unlikely
Senior,Other,Extrovert,Study 1 hour,4,48,Low,Low,Unlikely
Teen,Male,Introvert,Study 1 hour,2,22,Medium,Medium,Unlikely
Senior,Male,Ambivert,Cook a new recipe,5,14,Low,Low,Unlikely
Teen,Other,Introvert,Study 1 hour,1,39,Medium,Medium,Unlikely
Senior,Female,Ambivert,Sketch something,2,39,High,Medium,Likely
Adult,Female,Extrovert,Study 1 hour,7,44,Medium,Medium,Unlikely
Teen,Other,Introvert,Do yoga,5,58,High,High,Very Likely
Teen,Female,Introvert,Sketch something,5,27,Low,Low,Unlikely
Senior,Male,Ambivert,Go for a run,6,29,High,Medium,Likely
Senior,Female,Ambivert,Write journal,4,5,High,Low,Unlikely
Teen,Female,Ambivert,Sketch something,6,22,High,High,Very Likely
Senior,Female,Extrovert,Go for a run,6,19,Medium,Low,Unlikely
Senior,Other,Introvert,Read a book,3,29,High,High,Likely
Senior,Male,Ambivert,Walk the dog,3,36,Medium,Medium,Unlikely
Adult,Female,Extrovert,Meditate,7,57,Medium,Medium,Unlikely
Adult,Other,Ambivert,Do yoga,2,24,Medium,High,Unlikely
Senior,Female,Introvert,Sketch something,4,21,Low,Medium,Unlikely
Senior,Male,Ambivert,Walk the dog,5,15,Low,Low,Unlikely
Adult,Female,Introvert,Write journal,7,17,Low,Low,Unlikely
Adult,Male,Extrovert,Practice guitar,4,29,Medium,High,Unlikely
Teen,Female,Extrovert,Read a book,4,24,Low,Low,Unlikely
Teen,Male,Ambivert,Meditate,2,29,High,Medium,Unlikely
Adult,Female,Introvert,Write journal,3,46,Medium,Medium,Unlikely
Senior,Male,Introvert,Read a book,4,49,Low,Medium,Unlikely
Senior,Female,Introvert,Practice guitar,4,53,Medium,Low,Unlikely
Senior,Female,Ambivert,Go for a run,4,35,Low,Medium,Unlikely
Senior,Other,Introvert,Practice guitar,1,57,High,Low,Likely
Teen,Other,Introvert,Sketch something,4,5,Medium,High,Unlikely
Adult,Male,Introvert,Meditate,4,56,Low,Medium,Unlikely
Senior,Female,Introvert,Study 1 hour,5,20,Low,High,Likely
Teen,Male,Ambivert,Cook a new recipe,6,52,High,Low,Likely
Senior,Other,Ambivert,Do yoga,1,32,High,Low,Likely
Adult,Male,Introvert,Do yoga,4,25,Low,High,Unlikely
Teen,Male,Introvert,Go for a run,6,34,Low,Medium,Unlikely
Adult,Other,Extrovert,Write journal,4,7,Medium,Medium,Unlikely
Adult,Female,Extrovert,Meditate,2,38,Medium,Medium,Unlikely
Teen,Male,Introvert,Study 1 hour,2,10,Low,High,Unlikely
Teen,Other,Introvert,Go for a run,6,47,High,Low,Likely
Teen,Female,Extrovert,Cook a new recipe,1,33,Medium,High,Likely
Teen,Other,Extrovert,Sketch something,5,7,Low,Low,Unlikely
Teen,Male,Introvert,Sketch something,1,37,High,Medium,Likely
Teen,Female,Ambivert,Study 1 hour,1,15,High,Medium,Unlikely
Teen,Female,Ambivert,Study 1 hour,2,49,Low,Low,Unlikely
Senior,Other,Introvert,Study 1 hour,2,9,Low,Medium,Unlikely
Adult,Other,Introvert,Practice guitar,5,54,Medium,High,Likely
Teen,Other,Extrovert,Do yoga,7,36,Low,Low,Unlikely
Senior,Female,Extrovert,Walk the dog,7,51,Medium,Medium,Unlikely
Senior,Female,Ambivert,Meditate,7,22,High,Medium,Likely
Senior,Male,Introvert,Walk the dog,4,51,Medium,Medium,Unlikely
Adult,Female,Extrovert,Practice guitar,5,24,Low,Medium,Unlikely
Teen,Male,Ambivert,Write journal,4,56,Medium,Low,Unlikely
Senior,Other,Ambivert,Sketch something,6,56,High,Low,Likely
Adult,Other,Ambivert,Do yoga,6,43,High,Medium,Likely
Adult,Female,Extrovert,Study 1 hour,3,53,Low,High,Likely
Adult,Other,Extrovert,Cook a new recipe,7,44,Medium,High,Likely
Senior,Other,Introvert,Cook a new recipe,2,32,Low,High,Likely
Teen,Female,Introvert,Cook a new recipe,3,17,Low,High,Unlikely
Senior,Male,Ambivert,Meditate,3,30,High,Low,Likely
Senior,Female,Ambivert,Study 1 hour,2,20,Medium,Low,Unlikely
Teen,Male,Extrovert,Do yoga,3,29,Low,High,Unlikely
Teen,Female,Extrovert,Sketch something,7,14,High,Low,Likely
Teen,Female,Introvert,Walk the dog,1,33,Low,High,Likely
Adult,Other,Introvert,Study 1 hour,4,50,Medium,Medium,Unlikely
Teen,Female,Introvert,Study 1 hour,7,42,Low,Medium,Unlikely
Senior,Female,Extrovert,Practice guitar,5,24,Medium,High,Likely
Teen,Male,Ambivert,Write journal,2,58,High,Low,Likely
Senior,Other,Introvert,Cook a new recipe,1,30,High,High,Very Likely
Adult,Male,Introvert,Go for a run,6,36,Low,Low,Unlikely
Senior,Male,Extrovert,Do yoga,5,43,High,Medium,Likely
Senior,Other,Introvert,Practice guitar,5,42,Low,Low,Unlikely
Teen,Other,Ambivert,Write journal,5,53,Low,High,Likely
Teen,Other,Extrovert,Write journal,3,57,Medium,Medium,Unlikely
Senior,Female,Introvert,Read a book,3,28,Low,Medium,Unlikely
Teen,Other,Introvert,Cook a new recipe,3,35,Medium,Low,Unlikely
Adult,Other,Extrovert,Read a book,7,44,Low,Medium,Unlikely
Adult,Other,Extrovert,Practice guitar,3,16,Medium,Medium,Unlikely
Teen,Male,Introvert,Write journal,1,40,High,Low,Likely
Adult,Male,Ambivert,Go for a run,3,14,Low,Medium,Unlikely
Teen,Female,Extrovert,Do yoga,2,10,Medium,High,Unlikely
Senior,Male,Ambivert,Read a book,5,11,Low,Low,Unlikely
Senior,Female,Introvert,Write journal,1,57,Medium,Low,Unlikely
Adult,Male,Ambivert,Do yoga,6,35,Medium,Low,Unlikely
Teen,Other,Introvert,Cook a new recipe,3,31,Low,Low,Unlikely
Teen,Male,Introvert,Walk the dog,6,12,Low,High,Likely
Adult,Female,Introvert,Do yoga,5,7,High,Low,Likely
Senior,Male,Introvert,Write journal,1,44,High,High,Very Likely
Adult,Other,Ambivert,Practice guitar,5,51,High,Low,Likely
Senior,Female,Introvert,Read a book,6,25,Low,Low,Unlikely
Teen,Other,Introvert,Read a book,7,5,High,Medium,Likely
Senior,Other,Ambivert,Sketch something,1,49,Medium,Medium,Unlikely
Adult,Female,Extrovert,Write journal,4,58,Low,High,Likely
Teen,Other,Ambivert,Sketch something,7,54,Medium,Medium,Unlikely
Adult,Other,Ambivert,Go for a run,1,19,Medium,Low,Unlikely
Adult,Male,Ambivert,Go for a run,3,11,Medium,High,Unlikely
Senior,Other,Introvert,Write journal,6,19,Low,Medium,Unlikely
Adult,Other,Introvert,Read a book,5,29,Low,Low,Unlikely
Senior,Other,Introvert,Cook a new recipe,5,7,High,Medium,Likely
Teen,Other,Extrovert,Meditate,5,34,High,Medium,Likely
Senior,Female,Introvert,Go for a run,2,18,High,Medium,Unlikely
Teen,Male,Extrovert,Read a book,2,56,High,Medium,Likely
Senior,Other,Introvert,Study 1 hour,3,8,Medium,Low,Unlikely
Adult,Other,Ambivert,Study 1 hour,4,40,Low,Medium,Unlikely
Senior,Female,Introvert,Sketch something,2,7,High,High,Likely
Senior,Other,Extrovert,Do yoga,1,9,Medium,High,Unlikely
Teen,Female,Extrovert,Cook a new recipe,7,29,Low,Medium,Unlikely
Adult,Male,Introvert,Sketch something,6,35,Low,High,Likely
Senior,Male,Ambivert,Study 1 hour,3,15,Low,Medium,Unlikely
Adult,Other,Introvert,Cook a new recipe,7,12,Medium,Low,Unlikely
Senior,Other,Introvert,Meditate,4,30,High,Low,Likely
Senior,Other,Introvert,Do yoga,7,6,Low,High,Likely
Adult,Female,Ambivert,Sketch something,1,32,Medium,High,Likely
Senior,Other,Extrovert,Study 1 hour,5,52,Low,Medium,Unlikely
Adult,Other,Ambivert,Go for a run,2,14,Medium,Medium,Unlikely
Senior,Male,Extrovert,Go for a run,1,54,High,Medium,Likely
Teen,Other,Extrovert,Sketch something,4,43,High,Low,Likely
Adult,Male,Extrovert,Meditate,3,41,Low,Medium,Unlikely
Senior,Other,Ambivert,Meditate,7,43,High,Low,Likely
Senior,Male,Introvert,Write journal,1,25,High,High,Likely
Teen,Other,Introvert,Do yoga,3,32,Medium,Low,Unlikely
Adult,Male,Introvert,Read a book,5,42,Medium,High,Likely
Senior,Female,Introvert,Meditate,4,60,Low,Low,Unlikely
Teen,Male,Introvert,Do yoga,4,37,Medium,Low,Unlikely
Senior,Male,Ambivert,Meditate,7,15,High,Medium,Likely
Adult,Male,Ambivert,Write journal,2,49,Medium,High,Likely
Senior,Other,Ambivert,Walk the dog,6,48,High,Low,Likely
Senior,Other,Ambivert,Meditate,4,5,Low,Low,Unlikely
Senior,Other,Ambivert,Do yoga,1,57,High,High,Very Likely
Senior,Female,Ambivert,Write journal,1,51,Medium,Low,Unlikely
Teen,Female,Ambivert,Write journal,1,37,Medium,High,Likely
Teen,Male,Introvert,Do yoga,5,7,Medium,High,Likely
Adult,Female,Extrovert,Do yoga,4,30,Medium,High,Likely
Teen,Male,Ambivert,Go for a run,4,19,Low,Low,Unlikely
Teen,Male,Extrovert,Walk the dog,1,45,High,Low,Likely
Adult,Male,Ambivert,Write journal,7,18,Medium,Medium,Unlikely
Teen,Female,Ambivert,Go for a run,2,27,High,High,Likely
Teen,Other,Introvert,Cook a new recipe,7,58,Low,Low,Unlikely
Adult,Female,Extrovert,Sketch something,2,60,High,Low,Likely
Adult,Male,Introvert,Sketch something,4,12,Medium,High,Unlikely
Adult,Male,Introvert,Write journal,7,58,High,High,Very Likely
Senior,Female,Extrovert,Go for a run,4,40,Medium,High,Likely
Senior,Male,Introvert,Walk the dog,3,24,Medium,Medium,Unlikely
Adult,Male,Ambivert,Walk the dog,4,56,Low,Medium,Unlikely
Adult,Female,Ambivert,Cook a new recipe,7,10,Low,Medium,Unlikely
Adult,Female,Ambivert,Write journal,1,37,High,High,Very Likely
Senior,Female,Ambivert,Meditate,6,32,High,Low,Likely
Senior,Male,Ambivert,Cook a new recipe,5,54,Medium,High,Likely
Teen,Male,Introvert,Go for a run,4,42,Medium,Low,Unlikely
Teen,Other,Introvert,Meditate,4,34,Medium,Medium,Unlikely
Adult,Other,Ambivert,Sketch something,1,50,Medium,Medium,Unlikely
Senior,Female,Ambivert,Practice guitar,3,47,Low,Medium,Unlikely
Senior,Other,Introvert,Sketch something,6,21,Medium,Low,Unlikely
Senior,Male,Extrovert,Write journal,4,13,Low,Low,Unlikely
Adult,Other,Introvert,Do yoga,2,32,High,High,Very Likely
Teen,Male,Introvert,Sketch something,2,58,High,High,Very Likely
Adult,Female,Introvert,Study 1 hour,2,11,Low,High,Unlikely
Teen,Female,Introvert,Sketch something,5,50,Medium,Medium,Unlikely
Teen,Male,Introvert,Sketch something,5,32,High,High,Very Likely
Adult,Other,Extrovert,Sketch something,6,21,Low,Medium,Unlikely
Teen,Female,Ambivert,Sketch something,4,44,High,Low,Likely
Teen,Female,Ambivert,Meditate,4,52,Medium,Medium,Unlikely
Senior,Other,Extrovert,Meditate,4,48,Low,Medium,Unlikely
Teen,Other,Ambivert,Sketch something,5,48,High,Medium,Likely
Adult,Male,Ambivert,Read a book,6,9,Medium,Low,Unlikely
Adult,Other,Ambivert,Read a book,4,9,Low,Low,Unlikely
Teen,Other,Extrovert,Meditate,1,18,Low,High,Unlikely
Senior,Other,Extrovert,Practice guitar,3,10,Low,High,Unlikely
Senior,Male,Ambivert,Do yoga,7,11,Low,High,Likely
Teen,Male,Ambivert,Cook a new recipe,2,59,High,Low,Likely
Teen,Female,Ambivert,Study 1 hour,2,57,Low,Low,Unlikely
Adult,Male,Introvert,Study 1 hour,1,21,Low,Low,Unlikely
Teen,Female,Introvert,Sketch something,4,13,Low,Low,Unlikely
Senior,Other,Introvert,Practice guitar,6,35,Low,Low,Unlikely
Teen,Female,Extrovert,Read a book,6,26,Low,Medium,Unlikely
Adult,Female,Ambivert,Read a book,5,49,Medium,High,Likely
Adult,Other,Extrovert,Practice guitar,4,13,High,Medium,Unlikely
Adult,Female,Extrovert,Do yoga,6,20,Medium,High,Likely
Adult,Male,Extrovert,Meditate,4,40,High,Medium,Likely
Adult,Male,Ambivert,Do yoga,2,38,Low,Low,Unlikely
Teen,Male,Introvert,Write journal,7,49,High,High,Very Likely
Teen,Male,Ambivert,Write journal,7,17,Low,Medium,Unlikely
Teen,Female,Ambivert,Read a book,7,23,Low,High,Likely
Teen,Female,Extrovert,Cook a new recipe,2,16,Medium,Low,Unlikely
Adult,Other,Extrovert,Write journal,5,40,Medium,Low,Unlikely
Senior,Female,Extrovert,Read a book,7,14,Medium,High,Likely
Teen,Female,Introvert,Sketch something,2,20,High,High,Likely
Senior,Female,Introvert,Walk the dog,4,32,High,Low,Likely
Teen,Other,Introvert,Walk the dog,7,60,Medium,Low,Unlikely
Teen,Male,Ambivert,Go for a run,1,23,Medium,Low,Unlikely
Senior,Female,Extrovert,Sketch something,5,44,Low,Medium,Unlikely
Adult,Other,Ambivert,Walk the dog,1,10,High,High,Likely
Teen,Other,Introvert,Do yoga,4,8,Low,Low,Unlikely
Teen,Other,Extrovert,Go for a run,5,34,High,High,Very Likely
Teen,Male,Introvert,Read a book,1,43,Medium,Medium,Unlikely
Senior,Female,Extrovert,Practice guitar,5,35,High,Medium,Likely
Adult,Other,Extrovert,Practice guitar,4,50,High,Low,Likely
Senior,Male,Ambivert,Read a book,6,31,Low,High,Likely
Senior,Other,Ambivert,Cook a new recipe,7,49,Medium,Medium,Unlikely
Adult,Other,Introvert,Read a book,5,25,Medium,High,Likely
Senior,Other,Ambivert,Meditate,7,41,Medium,High,Likely
Adult,Other,Ambivert,Practice guitar,7,13,Low,Low,Unlikely
Teen,Other,Ambivert,Walk the dog,6,39,Low,Medium,Unlikely
Adult,Male,Extrovert,Study 1 hour,4,46,Low,Medium,Unlikely
Teen,Female,Ambivert,Go for a run,5,51,High,Medium,Likely
Senior,Female,Introvert,Cook a new recipe,5,56,High,High,Very Likely
Senior,Female,Extrovert,Write journal,6,25,Low,Medium,Unlikely
Teen,Female,Extrovert,Sketch something,2,21,Low,Medium,Unlikely
Senior,Male,Ambivert,Cook a new recipe,6,59,Medium,High,Likely
Adult,Male,Extrovert,Write journal,6,28,High,Medium,Likely
Teen,Male,Introvert,Cook a new recipe,6,35,High,Medium,Likely
Senior,Other,Introvert,Study 1 hour,4,10,Medium,High,Unlikely
Teen,Other,Extrovert,Cook a new recipe,3,39,Medium,Medium,Unlikely
Adult,Other,Ambivert,Walk the dog,6,54,Medium,Low,Unlikely
Adult,Female,Ambivert,Read a book,5,41,Low,High,Likely
Senior,Other,Extrovert,Meditate,1,17,Low,Medium,Unlikely
Adult,Female,Introvert,Go for a run,2,29,Low,Low,Unlikely
Teen,Other,Extrovert,Practice guitar,6,36,Low,High,Likely
Adult,Female,Ambivert,Write journal,6,5,Low,Medium,Unlikely
Teen,Other,Ambivert,Go for a run,2,53,High,High,Very Likely
Teen,Other,Extrovert,Cook a new recipe,6,39,High,Low,Likely
Adult,Male,Introvert,Read a book,5,23,High,High,Very Likely
Senior,Other,Extrovert,Go for a run,3,57,Medium,Medium,Unlikely
Adult,Other,Introvert,Read a book,6,56,High,Low,Likely
Teen,Male,Introvert,Write journal,2,58,Medium,High,Likely
Teen,Female,Extrovert,Walk the dog,6,16,High,Medium,Likely
Adult,Male,Extrovert,Walk the dog,4,44,Low,Medium,Unlikely
Senior,Male,Introvert,Read a book,5,44,High,Low,Likely
Senior,Female,Introvert,Read a book,5,51,Low,Low,Unlikely
Teen,Other,Introvert,Meditate,3,47,Low,High,Likely
Teen,Female,Introvert,Sketch something,4,24,High,Medium,Unlikely
Senior,Other,Ambivert,Meditate,4,37,High,Low,Likely
Adult,Other,Extrovert,Go for a run,3,33,Low,Medium,Unlikely
Teen,Female,Introvert,Do yoga,7,20,Medium,High,Likely
Teen,Male,Extrovert,Meditate,7,18,Medium,Low,Unlikely
Senior,Female,Introvert,Go for a run,1,11,High,High,Likely
Adult,Other,Extrovert,Practice guitar,7,10,Low,High,Likely
Senior,Female,Extrovert,Go for a run,6,25,Medium,Low,Unlikely
Adult,Female,Introvert,Go for a run,4,40,High,High,Very Likely
Adult,Other,Introvert,Read a book,1,26,High,Medium,Unlikely
Adult,Male,Extrovert,Study 1 hour,1,44,Low,Low,Unlikely
Teen,Female,Extrovert,Cook a new recipe,5,58,Medium,Medium,Unlikely
Senior,Other,Extrovert,Read a book,6,23,High,High,Very Likely
Senior,Other,Ambivert,Read a book,5,29,Medium,Low,Unlikely
Adult,Female,Introvert,Study 1 hour,2,7,High,Medium,Unlikely
Teen,Male,Ambivert,Study 1 hour,7,40,High,Medium,Likely
Teen,Female,Ambivert,Cook a new recipe,5,49,Medium,Medium,Unlikely
Senior,Male,Introvert,Do yoga,4,57,Medium,Medium,Unlikely
Teen,Male,Introvert,Practice guitar,4,38,Low,Medium,Unlikely
Teen,Male,Ambivert,Meditate,6,15,Low,High,Likely
